author,title,like,Link,Sequence,Date,User,Comment
HWZ Forums,"GPGT - Ms Alyssa Marie Loo Li Ann, the only President’s Scholarship recipient this year",37,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,1,"13-08-2020, 05:53 PM",tripleg,",Building chatbots that can make information more accessible and helping people who may not be familiar with policy wording and jargon to understand policies - these are some ideas President's Scholarship recipient Alyssa Marie Loo Li Ann has for the public service.,,Ms Loo, 19, who is the only recipient of the award this year and is headed to Brown University in the United States to read linguistics, said: ""Singapore has a very complex linguistic landscape that deserves more attention and research"".,,She is interested in exploring topics such as having Singlish as a cultural icon, and the effects of a bilingual policy.,,Ms Loo, who was a student at Raffles Institution, added: ""I hope to pursue (those topics) in Brown... I would want to use this content knowledge to inform my policy research and suggestions."",,She is the only President's Scholarship recipient announced this year due to a new practice by the Public Service Commission (PSC), where only scholarship recipients who are pursuing their studies in the current year will be announced.,,Those who have decided to proceed with their studies in subsequent years, such as male students doing their national service, will be included in the relevant years' reports.,,There was no physical award ceremony due to the Covid-19 pandemic, but Ms Loo met President Halimah Yacob in a virtual dialogue on Thursday (Aug 13).,,Also in attendance were Minister for Trade and Industry and Minister-in-charge of the Public Service Chan Chun Sing and PSC chairman Lee Tzu Yang.,,Addressing Ms Loo in a speech at the virtual ceremony, President Halimah said: ""The start of your journey in public service comes at a critical point in modern history.,,""The Covid-19 crisis has disrupted the global economy and every aspect of our lives."",,Integrity, service and excellence form the foundation of trust that Singaporeans have in the Government's ability to execute policies, plans and initiatives, she said, and ""strengthening this foundation is especially critical as it is no longer business as usual"".,,She noted: ""We have a population that is more discerning, with strong views on what is in their best interests and wants to be more engaged in decisions affecting them."",,She added: ""They also have a strong sense of fairness and equality and want these values reflected more clearly in whatever we do. In the years to come, there will be new paths to forge and difficult decisions to make.,,""This is a challenge for this generation of Singaporeans - a trial of our fortitude and a test of our resilience."",,With Covid-19 having changed the economic environment around Singapore, some time-tested ideas and strategies will have to be re-examined, and the country will need ""civil servants who can not only think critically but who also have unorthodox ideas or unique solutions in a situation where the path to growth is not so clear"", she said.,,""We also need agile and bold leaders with both the ability and the heart to unite Singaporeans and see us through these tumultuous times."",,Urging Ms Loo to broaden her horizons, expand her networks and develop fresh perspectives, Madam Halimah said: ""I encourage you to step out of your comfort zone, open yourself to new experiences and seize every opportunity to develop the skills and expertise Singapore will need for the future."",,Ms Loo, who plans to leave for Brown University in Rhode Island in January next year, said she is interested in exploring topics related to philosophy, religion, public policy and environmental policy in her studies.,,""These things don't really have anything to do with linguistics but I feel that they are important in rounding up my perspective, so that I can bring different ideas to the table as a public servant."",,She attended the virtual ceremony with her mother, Ms Agnes Phuah, who works as an administrative officer. Her father is a human resource director, while her younger sister is in Secondary 3.,,Ms Loo said that being the only recipient of the President's Scholarship announced this year is a special privilege. ""It's a big honour... I feel very lucky to have the chance to speak to President Halimah personally."",,"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,2,"13-08-2020, 05:57 PM",Joseph12,"Good luck,Cannot imagine how this type will survive in civil service"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,3,"13-08-2020, 05:58 PM",maniamcool,wtf ????????????????
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,4,"13-08-2020, 05:59 PM",Darwinson,"Proud of her. Looking forward a future ,leader and inspiration"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,5,"13-08-2020, 05:59 PM",1.koln,Future MP confirmed?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,6,"13-08-2020, 05:59 PM",Capstone,looks like a book warrior which is both good and bad
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,7,"13-08-2020, 05:59 PM",kamhwee72,"Beauty with brains.,,A rare talent.,,Sent from Send From University Of Hull using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,8,"13-08-2020, 05:59 PM",moolala,"wan to get this kind of satki scholarship, just have a chim ang mo name,,this one credit to the parents"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,9,"13-08-2020, 06:00 PM",kamhwee72,"Minister level.,,Sent from Send From University Of Hull using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,10,"13-08-2020, 06:02 PM",Joseph12,Funny scenario if she decides to stay in US and break her bond.
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,11,"13-08-2020, 06:05 PM",BARCHORMEE,"rike kena thrown under bus.,,Heng she laopei HR one. 不怕没鱼吃  no scare no chicken eat. Gotch fish one."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,12,"13-08-2020, 06:05 PM",dexterkim,fap x3. level....
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,13,"13-08-2020, 06:06 PM",Joseph12,"Shes a president's scholar,That means if you work for her, its more likely YOU will be thrown under the bus"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,14,"13-08-2020, 06:08 PM",fatboi666,10/10 will piak
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050.html,15,"13-08-2020, 06:08 PM",laopokcar_g,"Wtf she's 19? I tot 9,,Sent from - CECA is Corporates Enriched, Citizens Angry -  using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,16,"13-08-2020, 06:08 PM",Aizenhart,"She has a really youthful look, can easily pass off as a secondary school girl."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,17,"13-08-2020, 06:09 PM",Polar Bear King,"really ar?,the only PresSch!!!"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,18,"13-08-2020, 06:10 PM",reallyworry,"Ms Alyssa Marie Loo Li Ann her name is longer than amdk, amdl one"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,19,"13-08-2020, 06:10 PM",Polar Bear King,anyone has her birthday?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,20,"13-08-2020, 06:10 PM",STFU78,Typical nerdy looks
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,21,"13-08-2020, 06:11 PM",muddywaters,She used her primary school photo ah....
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,22,"13-08-2020, 06:12 PM",OddEye,Eh raffles institution is not boys sch?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,23,"13-08-2020, 06:12 PM",Armour234,She looks really young.....
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,24,"13-08-2020, 06:12 PM",Azzizz81,"Linguistics? I wonder what is her take on Singlish,,Sent from Sinkieland using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,25,"13-08-2020, 06:12 PM",ThinkMe,",,Posted from PCWX using Nokia 6.1 Plus"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,26,"13-08-2020, 06:13 PM",BARCHORMEE,",,,,,,,,moii donch mind being under her bus,,..t."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,27,"13-08-2020, 06:14 PM",sg patriot missle,PAP has one SXL
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,28,"13-08-2020, 06:15 PM",WaveRipple,xxmm spotted
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,29,"13-08-2020, 06:15 PM",matrix05,This is a charlie zhang thread.
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-2.html,30,"13-08-2020, 06:15 PM",laalaaland,Hi Charlie
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,31,"13-08-2020, 06:15 PM",sg patriot missle,Huh read linguistics so easy?? Why not do something challenging like maths
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,32,"13-08-2020, 06:16 PM",jeofefforts,she has proven that by having a satki and longer name does not mean her peers can finish the exam earlier and score as well as her.
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,33,"13-08-2020, 06:18 PM",westernbarn,That is what I understand too. RI should be a boys school
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,34,"13-08-2020, 06:18 PM",King.Koopa,wtf she doesn't look 19 look like still in primary school
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,35,"13-08-2020, 06:19 PM",relaxlabrudder,SPG in the making
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,36,"13-08-2020, 06:19 PM",sanzhu,Looks like android came alive
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,37,"13-08-2020, 06:19 PM",fulaien,Same pattern as GMS dotter...
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,38,"13-08-2020, 06:21 PM",Sai Baba,Linguistic can earn how much per month?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,39,"13-08-2020, 06:21 PM",starmerck,Iron rice bowl till retirement
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,40,"13-08-2020, 06:21 PM",JohnnySasaki,"She will look damn underage when she goes to US,,There all chao lao one"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,41,"13-08-2020, 06:22 PM",moolala,",,,this is her real pic la"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,42,"13-08-2020, 06:22 PM",huhster,2035 GE ya....
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,43,"13-08-2020, 06:22 PM",whuttt,Tak linguistic do what?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,44,"13-08-2020, 06:22 PM",jkohlc2,"Loooks jailbait,,Posted from PCWX using ONEPLUS A5010"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-3.html,45,"13-08-2020, 06:23 PM",Wife Beater,It's quite common. An ex-classmate of mine was a President's Scholar and broke his bond.
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,46,"13-08-2020, 06:24 PM",whuttt,How come rooks so different? Same person? Wear braces sibo?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,47,"13-08-2020, 06:25 PM",toolbox03,So petite and fun size
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,48,"13-08-2020, 06:26 PM",moolala,"same person rah, look at the link, brown uni, sg,,her mum must have given the ST reporter the xmm pic so public wont harass her daughter,,too bad my edmw csi skill top notch,,i request edmw take screenshot of the link. confirm taken down soon"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,49,"13-08-2020, 06:27 PM",ramlee,Can hold and piak her while standing up
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,50,"13-08-2020, 06:27 PM",lazysundae,"she going to be a future millionaire congrats,,Sent from Anfield YNWA using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,51,"13-08-2020, 06:27 PM",Wife Beater,"RJC is now integrated into RI, which means RI now comprises of both the secondary and JC sides. Secondary is still all-boys only. RGS is still RGS, girls only.,,This integration took place the year after I graduated."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,52,"13-08-2020, 06:32 PM",whuttt,"All the president scholar wannabes, priest teach yourself adobe illustrator and photoshop. Tell u first."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,53,"13-08-2020, 06:33 PM",Polar Bear King,",which one better?"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,54,"13-08-2020, 06:35 PM",ridiculofje00,"she ish pretty, very my type.,but also the type who will def reject moi in school."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,55,"13-08-2020, 06:35 PM",Azzizz81,"She may be a cunning linguist, but I'm a master debater,,Sent from Sinkieland using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,56,"13-08-2020, 06:35 PM",wizardnking,"Alamak y go amdk cunty now? Will tio hood or not?,,Sent from nowhere using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,57,"13-08-2020, 06:35 PM",Dinoboyboy,"kudos to her for trying to preserve a dying language. in 5 years time, we all will be speaking hindi.,,namaste, ham kharaab hain"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,58,"13-08-2020, 06:38 PM",HoraHoraHora,Fap fap fap
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,59,"13-08-2020, 06:39 PM",JinBaoYing,"she really cute leh,,"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-4.html,60,"13-08-2020, 06:42 PM",Kunkka,"better speak the four official languages. also how do they decide on which Uni and what course .,,Posted from PCWX using iPhone8,2"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,61,"13-08-2020, 06:45 PM",zuppeur,Amdk like this type
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,62,"13-08-2020, 06:45 PM",Joe Maya,"This type straightaway becum scholar management trainee then director.,,no need to liase with lowly manager or supervisor."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,63,"13-08-2020, 06:47 PM",shuvit,"Make up gao gao,,Sent from Xiaomi POCOPHONE F1 using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,64,"13-08-2020, 06:47 PM",ahtancw,"Tmw announce 20 saf scholar,,Posted from PCWX using CB hair collected in Apr"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,65,"13-08-2020, 06:47 PM",whuttt,"Once identified to be president scholar, u can literally choose any course any uni,  provided u can go in the uni lah. This kind rast year already apply uni apply scholarship already. Some A levels results haven't come out already offered scholarship."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,66,"13-08-2020, 06:49 PM",RedRedWine,Wa this one cute looking
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,67,"13-08-2020, 06:51 PM",kennysme,If my daughter come tell me she wants to do linguistic - you'd've to think like what kind of job she'd be doing after U. Better marry off early gets babies become housewife maybe grandkids will have better england
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,68,"13-08-2020, 06:52 PM",amognoix,"She still young & innocent, can smile.,,When she go work in Government or working environment, think her smile will be gone."
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,69,"13-08-2020, 06:53 PM",zuoom,Probably headhunted by some big Co.
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,70,"13-08-2020, 06:56 PM",orbvius,Like underaged
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,71,"13-08-2020, 06:58 PM",Hiling care,Now PSLE also got president scholar?
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,72,"13-08-2020, 06:59 PM",fatboi666,"will still pump mens,,"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,73,"13-08-2020, 07:01 PM",HellriderZD,"She look very young,, like pri school kid,,Sent from Xiaomi MI 8 LITE using GAGT"
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,74,"13-08-2020, 07:03 PM",testart,Amdk sure like this kind
,,,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/gpgt-ms-alyssa-marie-loo-li-ann-only-president%92s-scholarship-recipient-year-6356050-5.html,75,"13-08-2020, 07:04 PM",Dracky,"You are wrong. This type will do well in the civil service, but not in SMEs, startups."
